CVE-ID,DESCRIPTION,SEVERITY
['CVE-2018-1000001'], `glibc` package.   In glibc 2.26 and earlier there is confusion in the usage of getcwd by realpath which can be used to write before the destination buffer leading to a buffer underflow and potential code execution. ## Remediation There is no fixed version for `Debian:9` `glibc`.,high
['CVE-2018-6551']," `glibc` package.   The malloc implementation in the GNU C Library , from version 2.24 to 2.26 on powerpc, and only in version 2.26 on i386, did not properly handle malloc calls with arguments close to SIZE_MAX and could return a pointer to a heap region that is smaller than requested, eventually leading to heap corruption. ## Remediation There is no fixed version for `Debian:9` `glibc`.",high
['CVE-2019-1010023'], `glibc` package.   ** DISPUTED ** GNU Libc current is affected by: Re-mapping current loaded library with malicious ELF file. The impact is: In worst case attacker may evaluate privileges. The component is: libld. The attack vector is: Attacker sends 2 ELF files to victim and asks to run ldd on it. ldd execute code. NOTE: Upstream comments indicate &#34;this is being treated as a non-security bug and no real threat.&#34; ## Remediation There is no fixed version for `Debian:9` `glibc`.,low
['CVE-2019-1010022'], `glibc` package.   ** DISPUTED ** GNU Libc current is affected by: Mitigation bypass. The impact is: Attacker may bypass stack guard protection. The component is: nptl. The attack vector is: Exploit stack buffer overflow vulnerability and use this bypass vulnerability to bypass stack guard. NOTE: Upstream comments indicate &#34;this is being treated as a non-security bug and no real threat.&#34; ## Remediation There is no fixed version for `Debian:9` `glibc`.,low
['CVE-2019-1010025'], `glibc` package.   ** DISPUTED ** GNU Libc current is affected by: Mitigation bypass. The impact is: Attacker may guess the heap addresses of pthread_created thread. The component is: glibc. NOTE: the vendor&#39;s position is &#34;ASLR bypass itself is not a vulnerability.&#34; ## Remediation There is no fixed version for `Debian:9` `glibc`.,low
['CVE-2019-1010024'], `glibc` package.   ** DISPUTED ** GNU Libc current is affected by: Mitigation bypass. The impact is: Attacker may bypass ASLR using cache of thread stack and heap. The component is: glibc. NOTE: Upstream comments indicate &#34;this is being treated as a non-security bug and no real threat.&#34; ## Remediation There is no fixed version for `Debian:9` `glibc`.,low
['CVE-2019-19126']," `glibc` package.   On the x86-64 architecture, the GNU C Library  before 2.31 fails to ignore the LD_PREFER_MAP_32BIT_EXEC environment variable during program execution after a security transition, allowing local attackers to restrict the possible mapping addresses for loaded libraries and thus bypass ASLR for a setuid program. ## Remediation There is no fixed version for `Debian:9` `glibc`.",low
['CVE-2020-10029']," `glibc` package.   The GNU C Library  before 2.32 could overflow an on-stack buffer during range reduction if an input to an 80-bit long double function contains a non-canonical bit pattern, a seen when passing a 0x5d414141414141410000 value to sinl on x86 targets. This is related to sysdeps/ieee754/ldbl-96/e_rem_pio2l.c. ## Remediation There is no fixed version for `Debian:9` `glibc`.",medium
['CVE-2020-1751']," `glibc` package.   An out-of-bounds write vulnerability was found in glibc before 2.31 when handling signal trampolines on PowerPC. Specifically, the backtrace function did not properly check the array bounds when storing the frame address, resulting in a denial of service or potential code execution. The highest threat from this vulnerability is to system availability. ## Remediation There is no fixed version for `Debian:9` `glibc`.",high
['CVE-2020-1752']," `glibc` package.   A use-after-free vulnerability introduced in glibc upstream version 2.14 was found in the way the tilde expansion was carried out. Directory paths containing an initial tilde followed by a valid username were affected by this issue. A local attacker could exploit this flaw by creating a specially crafted path that, when processed by the glob function, would potentially lead to arbitrary code execution. This was fixed in version 2.32. ## Remediation There is no fixed version for `Debian:9` `glibc`.",high
['CVE-2020-6096']," `glibc` package.   An exploitable signed comparison vulnerability exists in the ARMv7 memcpy implementation of GNU glibc 2.30.9000. Calling memcpy  with a negative value for the &#39;num&#39; parameter results in a signed comparison vulnerability. If an attacker underflows the &#39;num&#39; parameter to memcpy, this vulnerability could lead to undefined behavior such as writing to out-of-bounds memory and potentially remote code execution. Furthermore, this memcpy implementation allows for program execution to continue in scenarios where a segmentation fault or crash should have occurred. The dangers occur in that subsequent execution and iterations of this code will be executed with this corrupted data. ## Remediation There is no fixed version for `Debian:9` `glibc`.",low
['CVE-2020-27618']," `glibc` package.   The iconv function in the GNU C Library  2.32 and earlier, when processing invalid multi-byte input sequences in IBM1364, IBM1371, IBM1388, IBM1390, and IBM1399 encodings, fails to advance the input state, which could lead to an infinite loop in applications, resulting in a denial of service, a different vulnerability from CVE-2016-10228. ## Remediation There is no fixed version for `Debian:9` `glibc`.",medium
['CVE-2019-25013']," `glibc` package.   The iconv feature in the GNU C Library  through 2.32, when processing invalid multi-byte input sequences in the EUC-KR encoding, may have a buffer over-read. ## Remediation There is no fixed version for `Debian:9` `glibc`.",medium
['CVE-2021-3326']," `glibc` package.   The iconv function in the GNU C Library  2.32 and earlier, when processing invalid input sequences in the ISO-2022-JP-3 encoding, fails an assertion in the code path and aborts the program, potentially resulting in a denial of service. ## Remediation There is no fixed version for `Debian:9` `glibc`.",high
['CVE-2021-27645']," `glibc` package.   The nameserver caching daemon  in the GNU C Library  2.29 through 2.33, when processing a request for netgroup lookup, may crash due to a double-free, potentially resulting in degraded service or Denial of Service on the local system. This is related to netgroupcache.c. ## Remediation There is no fixed version for `Debian:9` `glibc`.",low
['CVE-2021-33574']," `glibc` package.   The mq_notify function in the GNU C Library  versions 2.32 and 2.33 has a use-after-free. It may use the notification thread attributes object  after it has been freed by the caller, leading to a denial of service  or possibly unspecified other impact. ## Remediation There is no fixed version for `Debian:9` `glibc`.",high
['CVE-2021-35942']," `glibc` package.   The wordexp function in the GNU C Library  through 2.33 may crash or read arbitrary memory in parse_param  when called with an untrusted, crafted pattern, potentially resulting in a denial of service or disclosure of information. This occurs because atoi was used but strtoul should have been used to ensure correct calculations. ## Remediation There is no fixed version for `Debian:9` `glibc`.",high
['CVE-2019-9192']," `glibc` package.   ** DISPUTED ** In the GNU C Library  through 2.29, check_dst_limits_calc_pos_1 in posix/regexec.c has Uncontrolled Recursion, as demonstrated by &#39;*&#39; in grep, a different issue than CVE-2018-20796. NOTE: the software maintainer disputes that this is a vulnerability because the behavior occurs only with a crafted pattern. ## Remediation There is no fixed version for `Debian:9` `glibc`.",low
['CVE-2009-5155']," `glibc` package.   In the GNU C Library  before 2.28, parse_reg_exp in posix/regcomp.c misparses alternatives, which allows attackers to cause a denial of service  or trigger an incorrect result by attempting a regular-expression match. ## Remediation There is no fixed version for `Debian:9` `glibc`.",high
['CVE-2019-9169']," `glibc` package.   In the GNU C Library  through 2.29, proceed_next_node in posix/regexec.c has a heap-based buffer over-read via an attempted case-insensitive regular-expression match. ## Remediation There is no fixed version for `Debian:9` `glibc`.",high
['CVE-2018-20796']," `glibc` package.   In the GNU C Library  through 2.29, check_dst_limits_calc_pos_1 in posix/regexec.c has Uncontrolled Recursion, as demonstrated by &#39;+&#39; in grep. ## Remediation There is no fixed version for `Debian:9` `glibc`.",low
['CVE-2019-7309']," `glibc` package.   In the GNU C Library  through 2.29, the memcmp function for the x32 architecture can incorrectly return zero  because the RDX most significant bit is mishandled. ## Remediation There is no fixed version for `Debian:9` `glibc`.",low
['CVE-2016-10228']," `glibc` package.   The iconv program in the GNU C Library  2.31 and earlier, when invoked with multiple suffixes in the destination encoding  along with the -c option, enters an infinite loop when processing invalid multi-byte input sequences, leading to a denial of service. ## Remediation There is no fixed version for `Debian:9` `glibc`.",low
['CVE-2015-8985'], `glibc` package.   The pop_fail_stack function in the GNU C Library  allows context-dependent attackers to cause a denial of service  via vectors related to extended regular expression processing. ## Remediation There is no fixed version for `Debian:9` `glibc`.,low
['CVE-2017-12132']," `glibc` package.   The DNS stub resolver in the GNU C Library  before version 2.26, when EDNS support is enabled, will solicit large UDP responses from name servers, potentially simplifying off-path DNS spoofing attacks due to IP fragmentation. ## Remediation There is no fixed version for `Debian:9` `glibc`.",medium
['CVE-2018-6485']," `glibc` package.   An integer overflow in the implementation of the posix_memalign in memalign functions in the GNU C Library  2.26 and earlier could cause these functions to return a pointer to a heap area that is too small, potentially leading to heap corruption. ## Remediation There is no fixed version for `Debian:9` `glibc`.",high
['CVE-2019-6488']," `glibc` package.   The string component in the GNU C Library  through 2.28, when running on the x32 architecture, incorrectly attempts to use a 64-bit register for size_t in assembly codes, which can lead to a segmentation fault or possibly unspecified other impact, as demonstrated by a crash in __memmove_avx_unaligned_erms in sysdeps/x86_64/multiarch/memmove-vec-unaligned-erms.S during a memcpy. ## Remediation There is no fixed version for `Debian:9` `glibc`.",low
['CVE-2016-10739']," `glibc` package.   In the GNU C Library  through 2.28, the getaddrinfo function would successfully parse a string that contained an IPv4 address followed by whitespace and arbitrary characters, which could lead applications to incorrectly assume that it had parsed a valid string, without the possibility of embedded HTTP headers or other potentially dangerous substrings. ## Remediation There is no fixed version for `Debian:9` `glibc`.",medium
['CVE-2010-4756']," `glibc` package.   The glob implementation in the GNU C Library  allows remote authenticated users to cause a denial of service  via crafted glob expressions that do not match any pathnames, as demonstrated by glob expressions in STAT commands to an FTP daemon, a different vulnerability than CVE-2010-2632. ## Remediation There is no fixed version for `Debian:9` `glibc`.",low
['CVE-2018-1000001'], `glibc` package.   In glibc 2.26 and earlier there is confusion in the usage of getcwd by realpath which can be used to write before the destination buffer leading to a buffer underflow and potential code execution. ## Remediation There is no fixed version for `Debian:9` `glibc`.,high
['CVE-2018-6551']," `glibc` package.   The malloc implementation in the GNU C Library , from version 2.24 to 2.26 on powerpc, and only in version 2.26 on i386, did not properly handle malloc calls with arguments close to SIZE_MAX and could return a pointer to a heap region that is smaller than requested, eventually leading to heap corruption. ## Remediation There is no fixed version for `Debian:9` `glibc`.",high
['CVE-2019-1010023'], `glibc` package.   ** DISPUTED ** GNU Libc current is affected by: Re-mapping current loaded library with malicious ELF file. The impact is: In worst case attacker may evaluate privileges. The component is: libld. The attack vector is: Attacker sends 2 ELF files to victim and asks to run ldd on it. ldd execute code. NOTE: Upstream comments indicate &#34;this is being treated as a non-security bug and no real threat.&#34; ## Remediation There is no fixed version for `Debian:9` `glibc`.,low
['CVE-2019-1010022'], `glibc` package.   ** DISPUTED ** GNU Libc current is affected by: Mitigation bypass. The impact is: Attacker may bypass stack guard protection. The component is: nptl. The attack vector is: Exploit stack buffer overflow vulnerability and use this bypass vulnerability to bypass stack guard. NOTE: Upstream comments indicate &#34;this is being treated as a non-security bug and no real threat.&#34; ## Remediation There is no fixed version for `Debian:9` `glibc`.,low
['CVE-2019-1010025'], `glibc` package.   ** DISPUTED ** GNU Libc current is affected by: Mitigation bypass. The impact is: Attacker may guess the heap addresses of pthread_created thread. The component is: glibc. NOTE: the vendor&#39;s position is &#34;ASLR bypass itself is not a vulnerability.&#34; ## Remediation There is no fixed version for `Debian:9` `glibc`.,low
['CVE-2019-1010024'], `glibc` package.   ** DISPUTED ** GNU Libc current is affected by: Mitigation bypass. The impact is: Attacker may bypass ASLR using cache of thread stack and heap. The component is: glibc. NOTE: Upstream comments indicate &#34;this is being treated as a non-security bug and no real threat.&#34; ## Remediation There is no fixed version for `Debian:9` `glibc`.,low
['CVE-2019-19126']," `glibc` package.   On the x86-64 architecture, the GNU C Library  before 2.31 fails to ignore the LD_PREFER_MAP_32BIT_EXEC environment variable during program execution after a security transition, allowing local attackers to restrict the possible mapping addresses for loaded libraries and thus bypass ASLR for a setuid program. ## Remediation There is no fixed version for `Debian:9` `glibc`.",low
['CVE-2020-10029']," `glibc` package.   The GNU C Library  before 2.32 could overflow an on-stack buffer during range reduction if an input to an 80-bit long double function contains a non-canonical bit pattern, a seen when passing a 0x5d414141414141410000 value to sinl on x86 targets. This is related to sysdeps/ieee754/ldbl-96/e_rem_pio2l.c. ## Remediation There is no fixed version for `Debian:9` `glibc`.",medium
['CVE-2020-1751']," `glibc` package.   An out-of-bounds write vulnerability was found in glibc before 2.31 when handling signal trampolines on PowerPC. Specifically, the backtrace function did not properly check the array bounds when storing the frame address, resulting in a denial of service or potential code execution. The highest threat from this vulnerability is to system availability. ## Remediation There is no fixed version for `Debian:9` `glibc`.",high
['CVE-2020-1752']," `glibc` package.   A use-after-free vulnerability introduced in glibc upstream version 2.14 was found in the way the tilde expansion was carried out. Directory paths containing an initial tilde followed by a valid username were affected by this issue. A local attacker could exploit this flaw by creating a specially crafted path that, when processed by the glob function, would potentially lead to arbitrary code execution. This was fixed in version 2.32. ## Remediation There is no fixed version for `Debian:9` `glibc`.",high
['CVE-2020-6096']," `glibc` package.   An exploitable signed comparison vulnerability exists in the ARMv7 memcpy implementation of GNU glibc 2.30.9000. Calling memcpy  with a negative value for the &#39;num&#39; parameter results in a signed comparison vulnerability. If an attacker underflows the &#39;num&#39; parameter to memcpy, this vulnerability could lead to undefined behavior such as writing to out-of-bounds memory and potentially remote code execution. Furthermore, this memcpy implementation allows for program execution to continue in scenarios where a segmentation fault or crash should have occurred. The dangers occur in that subsequent execution and iterations of this code will be executed with this corrupted data. ## Remediation There is no fixed version for `Debian:9` `glibc`.",low
['CVE-2020-27618']," `glibc` package.   The iconv function in the GNU C Library  2.32 and earlier, when processing invalid multi-byte input sequences in IBM1364, IBM1371, IBM1388, IBM1390, and IBM1399 encodings, fails to advance the input state, which could lead to an infinite loop in applications, resulting in a denial of service, a different vulnerability from CVE-2016-10228. ## Remediation There is no fixed version for `Debian:9` `glibc`.",medium
['CVE-2019-25013']," `glibc` package.   The iconv feature in the GNU C Library  through 2.32, when processing invalid multi-byte input sequences in the EUC-KR encoding, may have a buffer over-read. ## Remediation There is no fixed version for `Debian:9` `glibc`.",medium
['CVE-2021-3326']," `glibc` package.   The iconv function in the GNU C Library  2.32 and earlier, when processing invalid input sequences in the ISO-2022-JP-3 encoding, fails an assertion in the code path and aborts the program, potentially resulting in a denial of service. ## Remediation There is no fixed version for `Debian:9` `glibc`.",high
['CVE-2021-27645']," `glibc` package.   The nameserver caching daemon  in the GNU C Library  2.29 through 2.33, when processing a request for netgroup lookup, may crash due to a double-free, potentially resulting in degraded service or Denial of Service on the local system. This is related to netgroupcache.c. ## Remediation There is no fixed version for `Debian:9` `glibc`.",low
['CVE-2021-33574']," `glibc` package.   The mq_notify function in the GNU C Library  versions 2.32 and 2.33 has a use-after-free. It may use the notification thread attributes object  after it has been freed by the caller, leading to a denial of service  or possibly unspecified other impact. ## Remediation There is no fixed version for `Debian:9` `glibc`.",high
['CVE-2021-35942']," `glibc` package.   The wordexp function in the GNU C Library  through 2.33 may crash or read arbitrary memory in parse_param  when called with an untrusted, crafted pattern, potentially resulting in a denial of service or disclosure of information. This occurs because atoi was used but strtoul should have been used to ensure correct calculations. ## Remediation There is no fixed version for `Debian:9` `glibc`.",high
['CVE-2019-9192']," `glibc` package.   ** DISPUTED ** In the GNU C Library  through 2.29, check_dst_limits_calc_pos_1 in posix/regexec.c has Uncontrolled Recursion, as demonstrated by &#39;*&#39; in grep, a different issue than CVE-2018-20796. NOTE: the software maintainer disputes that this is a vulnerability because the behavior occurs only with a crafted pattern. ## Remediation There is no fixed version for `Debian:9` `glibc`.",low
['CVE-2009-5155']," `glibc` package.   In the GNU C Library  before 2.28, parse_reg_exp in posix/regcomp.c misparses alternatives, which allows attackers to cause a denial of service  or trigger an incorrect result by attempting a regular-expression match. ## Remediation There is no fixed version for `Debian:9` `glibc`.",high
['CVE-2019-9169']," `glibc` package.   In the GNU C Library  through 2.29, proceed_next_node in posix/regexec.c has a heap-based buffer over-read via an attempted case-insensitive regular-expression match. ## Remediation There is no fixed version for `Debian:9` `glibc`.",high
['CVE-2018-20796']," `glibc` package.   In the GNU C Library  through 2.29, check_dst_limits_calc_pos_1 in posix/regexec.c has Uncontrolled Recursion, as demonstrated by &#39;+&#39; in grep. ## Remediation There is no fixed version for `Debian:9` `glibc`.",low
['CVE-2019-7309']," `glibc` package.   In the GNU C Library  through 2.29, the memcmp function for the x32 architecture can incorrectly return zero  because the RDX most significant bit is mishandled. ## Remediation There is no fixed version for `Debian:9` `glibc`.",low
['CVE-2016-10228']," `glibc` package.   The iconv program in the GNU C Library  2.31 and earlier, when invoked with multiple suffixes in the destination encoding  along with the -c option, enters an infinite loop when processing invalid multi-byte input sequences, leading to a denial of service. ## Remediation There is no fixed version for `Debian:9` `glibc`.",low
['CVE-2015-8985'], `glibc` package.   The pop_fail_stack function in the GNU C Library  allows context-dependent attackers to cause a denial of service  via vectors related to extended regular expression processing. ## Remediation There is no fixed version for `Debian:9` `glibc`.,low
['CVE-2017-12132']," `glibc` package.   The DNS stub resolver in the GNU C Library  before version 2.26, when EDNS support is enabled, will solicit large UDP responses from name servers, potentially simplifying off-path DNS spoofing attacks due to IP fragmentation. ## Remediation There is no fixed version for `Debian:9` `glibc`.",medium
['CVE-2018-6485']," `glibc` package.   An integer overflow in the implementation of the posix_memalign in memalign functions in the GNU C Library  2.26 and earlier could cause these functions to return a pointer to a heap area that is too small, potentially leading to heap corruption. ## Remediation There is no fixed version for `Debian:9` `glibc`.",high
['CVE-2019-6488']," `glibc` package.   The string component in the GNU C Library  through 2.28, when running on the x32 architecture, incorrectly attempts to use a 64-bit register for size_t in assembly codes, which can lead to a segmentation fault or possibly unspecified other impact, as demonstrated by a crash in __memmove_avx_unaligned_erms in sysdeps/x86_64/multiarch/memmove-vec-unaligned-erms.S during a memcpy. ## Remediation There is no fixed version for `Debian:9` `glibc`.",low
['CVE-2016-10739']," `glibc` package.   In the GNU C Library  through 2.28, the getaddrinfo function would successfully parse a string that contained an IPv4 address followed by whitespace and arbitrary characters, which could lead applications to incorrectly assume that it had parsed a valid string, without the possibility of embedded HTTP headers or other potentially dangerous substrings. ## Remediation There is no fixed version for `Debian:9` `glibc`.",medium
['CVE-2010-4756']," `glibc` package.   The glob implementation in the GNU C Library  allows remote authenticated users to cause a denial of service  via crafted glob expressions that do not match any pathnames, as demonstrated by glob expressions in STAT commands to an FTP daemon, a different vulnerability than CVE-2010-2632. ## Remediation There is no fixed version for `Debian:9` `glibc`.",low
['CVE-2018-1000001'], `glibc` package.   In glibc 2.26 and earlier there is confusion in the usage of getcwd by realpath which can be used to write before the destination buffer leading to a buffer underflow and potential code execution. ## Remediation There is no fixed version for `Debian:9` `glibc`.,high
['CVE-2018-6551']," `glibc` package.   The malloc implementation in the GNU C Library , from version 2.24 to 2.26 on powerpc, and only in version 2.26 on i386, did not properly handle malloc calls with arguments close to SIZE_MAX and could return a pointer to a heap region that is smaller than requested, eventually leading to heap corruption. ## Remediation There is no fixed version for `Debian:9` `glibc`.",high
['CVE-2019-1010023'], `glibc` package.   ** DISPUTED ** GNU Libc current is affected by: Re-mapping current loaded library with malicious ELF file. The impact is: In worst case attacker may evaluate privileges. The component is: libld. The attack vector is: Attacker sends 2 ELF files to victim and asks to run ldd on it. ldd execute code. NOTE: Upstream comments indicate &#34;this is being treated as a non-security bug and no real threat.&#34; ## Remediation There is no fixed version for `Debian:9` `glibc`.,low
['CVE-2019-1010022'], `glibc` package.   ** DISPUTED ** GNU Libc current is affected by: Mitigation bypass. The impact is: Attacker may bypass stack guard protection. The component is: nptl. The attack vector is: Exploit stack buffer overflow vulnerability and use this bypass vulnerability to bypass stack guard. NOTE: Upstream comments indicate &#34;this is being treated as a non-security bug and no real threat.&#34; ## Remediation There is no fixed version for `Debian:9` `glibc`.,low
['CVE-2019-1010025'], `glibc` package.   ** DISPUTED ** GNU Libc current is affected by: Mitigation bypass. The impact is: Attacker may guess the heap addresses of pthread_created thread. The component is: glibc. NOTE: the vendor&#39;s position is &#34;ASLR bypass itself is not a vulnerability.&#34; ## Remediation There is no fixed version for `Debian:9` `glibc`.,low
['CVE-2019-1010024'], `glibc` package.   ** DISPUTED ** GNU Libc current is affected by: Mitigation bypass. The impact is: Attacker may bypass ASLR using cache of thread stack and heap. The component is: glibc. NOTE: Upstream comments indicate &#34;this is being treated as a non-security bug and no real threat.&#34; ## Remediation There is no fixed version for `Debian:9` `glibc`.,low
['CVE-2019-19126']," `glibc` package.   On the x86-64 architecture, the GNU C Library  before 2.31 fails to ignore the LD_PREFER_MAP_32BIT_EXEC environment variable during program execution after a security transition, allowing local attackers to restrict the possible mapping addresses for loaded libraries and thus bypass ASLR for a setuid program. ## Remediation There is no fixed version for `Debian:9` `glibc`.",low
['CVE-2020-10029']," `glibc` package.   The GNU C Library  before 2.32 could overflow an on-stack buffer during range reduction if an input to an 80-bit long double function contains a non-canonical bit pattern, a seen when passing a 0x5d414141414141410000 value to sinl on x86 targets. This is related to sysdeps/ieee754/ldbl-96/e_rem_pio2l.c. ## Remediation There is no fixed version for `Debian:9` `glibc`.",medium
['CVE-2020-1751']," `glibc` package.   An out-of-bounds write vulnerability was found in glibc before 2.31 when handling signal trampolines on PowerPC. Specifically, the backtrace function did not properly check the array bounds when storing the frame address, resulting in a denial of service or potential code execution. The highest threat from this vulnerability is to system availability. ## Remediation There is no fixed version for `Debian:9` `glibc`.",high
['CVE-2020-1752']," `glibc` package.   A use-after-free vulnerability introduced in glibc upstream version 2.14 was found in the way the tilde expansion was carried out. Directory paths containing an initial tilde followed by a valid username were affected by this issue. A local attacker could exploit this flaw by creating a specially crafted path that, when processed by the glob function, would potentially lead to arbitrary code execution. This was fixed in version 2.32. ## Remediation There is no fixed version for `Debian:9` `glibc`.",high
['CVE-2020-6096']," `glibc` package.   An exploitable signed comparison vulnerability exists in the ARMv7 memcpy implementation of GNU glibc 2.30.9000. Calling memcpy  with a negative value for the &#39;num&#39; parameter results in a signed comparison vulnerability. If an attacker underflows the &#39;num&#39; parameter to memcpy, this vulnerability could lead to undefined behavior such as writing to out-of-bounds memory and potentially remote code execution. Furthermore, this memcpy implementation allows for program execution to continue in scenarios where a segmentation fault or crash should have occurred. The dangers occur in that subsequent execution and iterations of this code will be executed with this corrupted data. ## Remediation There is no fixed version for `Debian:9` `glibc`.",low
['CVE-2020-27618']," `glibc` package.   The iconv function in the GNU C Library  2.32 and earlier, when processing invalid multi-byte input sequences in IBM1364, IBM1371, IBM1388, IBM1390, and IBM1399 encodings, fails to advance the input state, which could lead to an infinite loop in applications, resulting in a denial of service, a different vulnerability from CVE-2016-10228. ## Remediation There is no fixed version for `Debian:9` `glibc`.",medium
['CVE-2019-25013']," `glibc` package.   The iconv feature in the GNU C Library  through 2.32, when processing invalid multi-byte input sequences in the EUC-KR encoding, may have a buffer over-read. ## Remediation There is no fixed version for `Debian:9` `glibc`.",medium
['CVE-2021-3326']," `glibc` package.   The iconv function in the GNU C Library  2.32 and earlier, when processing invalid input sequences in the ISO-2022-JP-3 encoding, fails an assertion in the code path and aborts the program, potentially resulting in a denial of service. ## Remediation There is no fixed version for `Debian:9` `glibc`.",high
['CVE-2021-27645']," `glibc` package.   The nameserver caching daemon  in the GNU C Library  2.29 through 2.33, when processing a request for netgroup lookup, may crash due to a double-free, potentially resulting in degraded service or Denial of Service on the local system. This is related to netgroupcache.c. ## Remediation There is no fixed version for `Debian:9` `glibc`.",low
['CVE-2021-33574']," `glibc` package.   The mq_notify function in the GNU C Library  versions 2.32 and 2.33 has a use-after-free. It may use the notification thread attributes object  after it has been freed by the caller, leading to a denial of service  or possibly unspecified other impact. ## Remediation There is no fixed version for `Debian:9` `glibc`.",high
['CVE-2021-35942']," `glibc` package.   The wordexp function in the GNU C Library  through 2.33 may crash or read arbitrary memory in parse_param  when called with an untrusted, crafted pattern, potentially resulting in a denial of service or disclosure of information. This occurs because atoi was used but strtoul should have been used to ensure correct calculations. ## Remediation There is no fixed version for `Debian:9` `glibc`.",high
['CVE-2019-9192']," `glibc` package.   ** DISPUTED ** In the GNU C Library  through 2.29, check_dst_limits_calc_pos_1 in posix/regexec.c has Uncontrolled Recursion, as demonstrated by &#39;*&#39; in grep, a different issue than CVE-2018-20796. NOTE: the software maintainer disputes that this is a vulnerability because the behavior occurs only with a crafted pattern. ## Remediation There is no fixed version for `Debian:9` `glibc`.",low
['CVE-2009-5155']," `glibc` package.   In the GNU C Library  before 2.28, parse_reg_exp in posix/regcomp.c misparses alternatives, which allows attackers to cause a denial of service  or trigger an incorrect result by attempting a regular-expression match. ## Remediation There is no fixed version for `Debian:9` `glibc`.",high
['CVE-2019-9169']," `glibc` package.   In the GNU C Library  through 2.29, proceed_next_node in posix/regexec.c has a heap-based buffer over-read via an attempted case-insensitive regular-expression match. ## Remediation There is no fixed version for `Debian:9` `glibc`.",high
['CVE-2018-20796']," `glibc` package.   In the GNU C Library  through 2.29, check_dst_limits_calc_pos_1 in posix/regexec.c has Uncontrolled Recursion, as demonstrated by &#39;+&#39; in grep. ## Remediation There is no fixed version for `Debian:9` `glibc`.",low
['CVE-2019-7309']," `glibc` package.   In the GNU C Library  through 2.29, the memcmp function for the x32 architecture can incorrectly return zero  because the RDX most significant bit is mishandled. ## Remediation There is no fixed version for `Debian:9` `glibc`.",low
['CVE-2016-10228']," `glibc` package.   The iconv program in the GNU C Library  2.31 and earlier, when invoked with multiple suffixes in the destination encoding  along with the -c option, enters an infinite loop when processing invalid multi-byte input sequences, leading to a denial of service. ## Remediation There is no fixed version for `Debian:9` `glibc`.",low
['CVE-2015-8985'], `glibc` package.   The pop_fail_stack function in the GNU C Library  allows context-dependent attackers to cause a denial of service  via vectors related to extended regular expression processing. ## Remediation There is no fixed version for `Debian:9` `glibc`.,low
['CVE-2017-12132']," `glibc` package.   The DNS stub resolver in the GNU C Library  before version 2.26, when EDNS support is enabled, will solicit large UDP responses from name servers, potentially simplifying off-path DNS spoofing attacks due to IP fragmentation. ## Remediation There is no fixed version for `Debian:9` `glibc`.",medium
['CVE-2018-6485']," `glibc` package.   An integer overflow in the implementation of the posix_memalign in memalign functions in the GNU C Library  2.26 and earlier could cause these functions to return a pointer to a heap area that is too small, potentially leading to heap corruption. ## Remediation There is no fixed version for `Debian:9` `glibc`.",high
['CVE-2019-6488']," `glibc` package.   The string component in the GNU C Library  through 2.28, when running on the x32 architecture, incorrectly attempts to use a 64-bit register for size_t in assembly codes, which can lead to a segmentation fault or possibly unspecified other impact, as demonstrated by a crash in __memmove_avx_unaligned_erms in sysdeps/x86_64/multiarch/memmove-vec-unaligned-erms.S during a memcpy. ## Remediation There is no fixed version for `Debian:9` `glibc`.",low
['CVE-2016-10739']," `glibc` package.   In the GNU C Library  through 2.28, the getaddrinfo function would successfully parse a string that contained an IPv4 address followed by whitespace and arbitrary characters, which could lead applications to incorrectly assume that it had parsed a valid string, without the possibility of embedded HTTP headers or other potentially dangerous substrings. ## Remediation There is no fixed version for `Debian:9` `glibc`.",medium
['CVE-2010-4756']," `glibc` package.   The glob implementation in the GNU C Library  allows remote authenticated users to cause a denial of service  via crafted glob expressions that do not match any pathnames, as demonstrated by glob expressions in STAT commands to an FTP daemon, a different vulnerability than CVE-2010-2632. ## Remediation There is no fixed version for `Debian:9` `glibc`.",low
['CVE-2018-1000001'], `glibc` package.   In glibc 2.26 and earlier there is confusion in the usage of getcwd by realpath which can be used to write before the destination buffer leading to a buffer underflow and potential code execution. ## Remediation There is no fixed version for `Debian:9` `glibc`.,high
['CVE-2018-6551']," `glibc` package.   The malloc implementation in the GNU C Library , from version 2.24 to 2.26 on powerpc, and only in version 2.26 on i386, did not properly handle malloc calls with arguments close to SIZE_MAX and could return a pointer to a heap region that is smaller than requested, eventually leading to heap corruption. ## Remediation There is no fixed version for `Debian:9` `glibc`.",high
['CVE-2019-1010023'], `glibc` package.   ** DISPUTED ** GNU Libc current is affected by: Re-mapping current loaded library with malicious ELF file. The impact is: In worst case attacker may evaluate privileges. The component is: libld. The attack vector is: Attacker sends 2 ELF files to victim and asks to run ldd on it. ldd execute code. NOTE: Upstream comments indicate &#34;this is being treated as a non-security bug and no real threat.&#34; ## Remediation There is no fixed version for `Debian:9` `glibc`.,low
